H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	Neandertal.bam	37	40	-0.03896104	-0.03896104	0.1287818	-0.3025353
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	Neandertal.bam	45	38	0.08433735	0.08433735	0.1285567	0.6560325
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	Neandertal.bam	39	30	0.1304348	0.1304348	0.1406905	0.9271041
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	48	40	0.09090909	0.09090909	0.09817488	0.9259914
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	40	30	0.1428571	0.1428571	0.1441647	0.9909303
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	35	34	0.01449275	0.01449275	0.1335811	0.108494
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	38	39	-0.01298701	-0.01298701	0.1154804	-0.1124608
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	38	37	0.01333333	0.01333333	0.1127376	0.1182687
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	35	42	-0.09090909	-0.09090909	0.1429334	-0.636024
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	Neandertal.bam	34	37	-0.04225352	-0.04225352	0.124648	-0.3389826
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	51	46	0.05154639	0.05154639	0.1220787	0.4222389
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	38	31	0.1014493	0.1014493	0.128676	0.7884088
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	50	53	-0.02912621	-0.02912621	0.1353893	-0.2151294
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	38	42	-0.05	-0.05	0.1393287	-0.3588635
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	44	38	0.07317073	0.07317073	0.130589	0.5603129
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	46	45	0.01098901	0.01098901	0.1076116	0.1021173
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	37	34	0.04225352	0.04225352	0.1122396	0.3764581
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	42	49	-0.07692308	-0.07692308	0.1068372	-0.7200028
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	38	45	-0.08433735	-0.08433735	0.1062873	-0.7934845
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	38	38	0	6.938894e-18	0.1248269	0
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	35	38	-0.04109589	-0.04109589	0.1522068	-0.2700003
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	46	29	0.2266667	0.2266667	0.1320288	1.716797
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	45	26	0.2676056	0.2676056	0.1297092	2.06312
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	47	38	0.1058824	0.1058824	0.1067674	0.9917103
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	44	37	0.08641975	0.08641975	0.091159	0.9480112
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	42	26	0.2352941	0.2352941	0.1321243	1.780854
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	38	23	0.2459016	0.2459016	0.1481555	1.659754
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	Neandertal.bam	41	25	0.2424242	0.2424242	0.1348345	1.797939
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	46	46	0	-3.469447e-18	0.09956854	0
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	43	41	0.02380952	0.02380952	0.10844	0.2195641
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	48	54	-0.05882353	-0.05882353	0.09286383	-0.6334386
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	43	48	-0.05494505	-0.05494505	0.09338077	-0.588398
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	40	40	0	3.469447e-18	0.1101027	0
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	37	40	-0.03896104	-0.03896104	0.1311922	-0.2969768
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	38	39	-0.01298701	-0.01298701	0.1408012	-0.09223652
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	29	45	-0.2162162	-0.2162162	0.1062858	-2.034291
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	53	47	0.06	0.06	0.1090684	0.5501137
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	50	43	0.07526882	0.07526882	0.1096509	0.6864403
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	51	51	0	-1.734723e-18	0.1205526	0
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	48	50	-0.02040816	-0.02040816	0.1281775	-0.159218
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	50	50	0	-1.387779e-17	0.1181101	0
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	49	46	0.03157895	0.03157895	0.1128244	0.2798947
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	44	41	0.03529412	0.03529412	0.1270807	0.27773
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	41	55	-0.1458333	-0.1458333	0.1049468	-1.389593
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	Neandertal.bam	52	47	0.05050505	0.05050505	0.1119625	0.4510889
Neandertal.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	136	40	0.5454545	0.5454545	0.0752049	7.252912
Neandertal.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	152	38	0.6	0.6	0.07948219	7.548861
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	70	-0.007194245	-0.007194245	0.07285366	-0.09874925
Neandertal.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	135	40	0.5428571	0.5428571	0.07509026	7.229395
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	78	85	-0.04294479	-0.04294479	0.06110922	-0.7027546
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	81	-0.08	-0.08	0.06777708	-1.18034
Neandertal.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	159	39	0.6060606	0.6060606	0.06088332	9.95446
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	91	71	0.1234568	0.1234568	0.0681809	1.810724
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	90	69	0.1320755	0.1320755	0.05889697	2.242483
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	92	59	0.218543	0.218543	0.07748609	2.820416
Neandertal.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	139	46	0.5027027	0.5027027	0.07337125	6.851494
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	66	79	-0.08965517	-0.08965517	0.09611523	-0.9327885
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	89	98	-0.04812834	-0.04812834	0.07762232	-0.6200323
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	81	80	0.00621118	0.00621118	0.08752857	0.07096175
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	70	100	-0.1764706	-0.1764706	0.08202303	-2.151476
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	140	45	0.5135135	0.5135135	0.06304853	8.144734
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	82	-0.06493506	-0.06493506	0.07606236	-0.8537083
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	80	92	-0.06976744	-0.06976744	0.07671523	-0.909434
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	81	76	0.03184713	0.03184713	0.08308731	0.3832972
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	57	86	-0.2027972	-0.2027972	0.09113901	-2.225142
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	68	69	-0.00729927	-0.00729927	0.08438264	-0.08650204
Neandertal.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	136	29	0.6484848	0.6484848	0.06729407	9.636582
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	84	79	0.03067485	0.03067485	0.09375148	0.3271932
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	88	82	0.03529412	0.03529412	0.09191844	0.3839721
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	88	72	0.1	0.1	0.08865674	1.127946
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	72	89	-0.1055901	-0.1055901	0.1028638	-1.026503
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	75	56	0.1450382	0.1450382	0.09836175	1.474538
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	82	65	0.1156463	0.1156463	0.08881121	1.302158
Neandertal.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	148	46	0.5257732	0.5257732	0.06835754	7.691518
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	77	82	-0.03144654	-0.03144654	0.09102294	-0.3454793
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	97	95	0.01041667	0.01041667	0.08235803	0.1264803
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	89	81	0.04705882	0.04705882	0.09301343	0.5059358
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	62	83	-0.1448276	-0.1448276	0.1109571	-1.305257
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	73	63	0.07352941	0.07352941	0.1034521	0.7107578
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	67	0.04964539	0.04964539	0.1000011	0.4964484
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	74	82	-0.05128205	-0.05128205	0.07858407	-0.6525757
Neandertal.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	127	47	0.4597701	0.4597701	0.08600014	5.346155
small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	86	-0.1096774	-0.1096774	0.0702543	-1.561149
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	78	94	-0.09302326	-0.09302326	0.07008409	-1.327309
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	87	93	-0.03333333	-0.03333333	0.06382291	-0.5222785
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	63	99	-0.2222222	-0.2222222	0.07361284	-3.018797
small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	76	-0.04827586	-0.04827586	0.0805257	-0.5995088
small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	69	79	-0.06756757	-0.06756757	0.08588544	-0.7867173
small.NA12842.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	65	88	-0.1503268	-0.1503268	0.07999664	-1.879164
small.NA11832.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA12275.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	67	86	-0.124183	-0.124183	0.1060128	-1.171396
Neandertal.bam	small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	136	37	0.5722543	0.5722543	0.06934228	8.252603
Neandertal.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	136	30	0.6385542	0.6385542	0.06186586	10.32159
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	77	70	0.04761905	0.04761905	0.08873282	0.5366565
Neandertal.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	124	30	0.6103896	0.6103896	0.07961493	7.666773
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	77	85	-0.04938272	-0.04938272	0.07498558	-0.6585628
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	60	75	-0.1111111	-0.1111111	0.09387646	-1.183589
Neandertal.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	136	37	0.5722543	0.5722543	0.07939616	7.207582
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	74	71	0.02068966	0.02068966	0.1008485	0.2051558
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	74	77	-0.01986755	-0.01986755	0.1083429	-0.1833766
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	80	68	0.08108108	0.08108108	0.08155582	0.9941789
Neandertal.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	138	31	0.6331361	0.6331361	0.07101093	8.916038
small.NA19102.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	84	79	0.03067485	0.03067485	0.09085759	0.3376146
small.NA18504.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	77	78	-0.006451613	-0.006451613	0.1076129	-0.05995206
small.NA19108.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	84	70	0.09090909	0.09090909	0.1058843	0.85857
small.NA19238.mapped.ILLUMINA.bwa.YRI.low_coverage.20130415.bam	small.NA12342.mapped.ILLUMINA.bwa.CEU.low_coverage.20120522.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	75	73	0.01351351	0.01351351	0.1064722	0.1269206
Neandertal.bam	small.NA12348.mapped.ILLUMINA.bwa.CEU.low_coverage.20130415.bam	small.NA19213.mapped.ILLUMINA.bwa.YRI.low_coverage.20120522.bam	131	34	0.5878788	0.5878788	0.05836759	10.07201
